CONSTITUENCIES,ELECTORATE,P.N.M._VOTES_%,U.N.C._VOTES_%,VOTER_TURNOUT,TOTAL_NUMBER_OF_VOTES_CAST,VALID_VOTES,Year,ELECTORAL_DISTRICT_ARIMA,ELECTORAL_DISTRICT_AROUCA/MALONEY,ELECTORAL_DISTRICT_BARATARIA/SAN JUAN,ELECTORAL_DISTRICT_CARONI CENTRAL,ELECTORAL_DISTRICT_CARONI EAST,ELECTORAL_DISTRICT_CHAGUANAS EAST,ELECTORAL_DISTRICT_CHAGUANAS WEST,ELECTORAL_DISTRICT_COUVA NORTH,ELECTORAL_DISTRICT_COUVA SOUTH,ELECTORAL_DISTRICT_CUMUTO/MANZANILLA,ELECTORAL_DISTRICT_D'ABADIE/O'MEARA,ELECTORAL_DISTRICT_DIEGO MARTIN CENTRAL,ELECTORAL_DISTRICT_DIEGO MARTIN NORTH/EAST,ELECTORAL_DISTRICT_DIEGO MARTIN WEST,ELECTORAL_DISTRICT_FYZABAD,ELECTORAL_DISTRICT_LA BREA,ELECTORAL_DISTRICT_LA HORQUETTA/TALPARO,ELECTORAL_DISTRICT_LAVENTILLE EAST/MORVANT,ELECTORAL_DISTRICT_LAVENTILLE WEST,ELECTORAL_DISTRICT_LOPINOT/BON AIR WEST,ELECTORAL_DISTRICT_MAYARO,ELECTORAL_DISTRICT_MORUGA/TABLELAND,ELECTORAL_DISTRICT_NAPARIMA,ELECTORAL_DISTRICT_OROPOUCHE EAST,ELECTORAL_DISTRICT_OROPOUCHE WEST,ELECTORAL_DISTRICT_POINT FORTIN,ELECTORAL_DISTRICT_POINTE-A-PIERRE,ELECTORAL_DISTRICT_PORT-OF-SPAIN NORTH/ST. ANN'S WEST,ELECTORAL_DISTRICT_PORT-OF-SPAIN SOUTH,ELECTORAL_DISTRICT_PRINCES TOWN,ELECTORAL_DISTRICT_SAN FERNANDO EAST,ELECTORAL_DISTRICT_SAN FERNANDO WEST,ELECTORAL_DISTRICT_SIPARIA,ELECTORAL_DISTRICT_ST. ANN'S EAST,ELECTORAL_DISTRICT_ST. AUGUSTINE,ELECTORAL_DISTRICT_ST. JOSEPH,ELECTORAL_DISTRICT_TABAQUITE,ELECTORAL_DISTRICT_TOBAGO EAST,ELECTORAL_DISTRICT_TOBAGO WEST,ELECTORAL_DISTRICT_TOCO/SANGRE GRANDE,ELECTORAL_DISTRICT_TOTAL,ELECTORAL_DISTRICT_TUNAPUNA,GDP (Per Capita US$),GNI (Per Capita US $),GNI (Percentage Change),Homicide_rate_per_100k,Homicide (Annual Percentage Change),Inflation,Unemployment,Net Migration Rate,Growth Rate,GDP_(US$),GNI (Per Capita US $)_1t,GNI (Per Capita US $)_1y,Inflation_1t,Inflation_1y,Unemployment_1t,Unemployment_1y,Net Migration Rate_1t,Net Migration Rate_1y,GDP (Per Capita US$)_1t,GDP (Per Capita US$)_1y,GDP_(US$)_1t,GDP_(US$)_1y,Homicide_rate_per_100k_1t,Homicide_rate_per_100k_1y
LOPINOT/BON AIR WEST,28252,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
MAYARO,29234,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
MORUGA/TABLELAND,29434,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
NAPARIMA,27069,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
OROPOUCHE EAST,29087,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
OROPOUCHE WEST,25427,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
POINT FORTIN,26300,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
POINTE-A-PIERRE,25094,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
PORT-OF-SPAIN NORTH/ST. ANN'S WEST,25081,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
PORT-OF-SPAIN SOUTH,24663,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
PRINCES TOWN,27606,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
SAN FERNANDO EAST,25231,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
SAN FERNANDO WEST,24448,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
SIPARIA,28881,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
ST. ANN'S EAST,29881,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
ST. AUGUSTINE,28323,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
ST. JOSEPH,28553,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
TABAQUITE,29128,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
TOBAGO EAST,23685,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
TOBAGO WEST,28478,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
TOCO/SANGRE GRANDE,32498,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
TUNAPUNA,27512,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
TOTAL,1147243,0.0,0.0,0.0,0,0,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,22815.22,18442,2.8,41.45,7.97,0.5,5.0,-0.568,-0.18,28140000000.0,0.29942702138109123,0.02759781548629937,-0.1806306797333851,-2.225553372944222,0.17292583515359225,0.17197526473981029,-0.010507977598415093,-0.0017590154051795588,0.04338667372806706,0.02761398536634604,0.3018681638648226,0.027661021051906157,0.45567968796489433,0.07669087256859762
