ELECTORAL_DISTRICT,ELECTORATE,TOTAL_NUMBER_OF_VOTES_CAST,VOTER_TURNOUT,REJECTED_BALLOTS,VALID_VOTES,P.N.M._VOTES,P.N.M._VOTES_%,U.N.C._VOTES,U.N.C._VOTES_%,C.O.P._VOTES,C.O.P._VOTES_%,D.A.C._VOTES,D.A.C._VOTES_%,D.N.A._VOTES,D.N.A._VOTES_%,I.N.D_VOTES,I.N.D._VOTES_%,Year,GDP (Per Capita US$),GNI (Per Capita US $),GNI (Percentage Change),Homicide_rate_per_100k,Annual (Percentage Change),Inflation,Unemployment,Net Migration Rate,Growth Rate,GDP_(US$),GNI (Per Capita US $)_1t,GNI (Per Capita US $)_1y,Inflation_1t,Inflation_1y,Unemployment_1t,Unemployment_1y,Net Migration Rate_1t,Net Migration Rate_1y,GDP (Per Capita US$)_1t,GDP (Per Capita US$)_1y,GDP_(US$)_1t,GDP_(US$)_1y,N.N.V._VOTES,N.N.V._VOTES_%,T.O.P._VOTES,T.O.P._VOTES_%,T.H.C._VOTES,T.H.C._VOTES_%,T.T.N.C.P._VOTES,T.T.N.C.P._VOTES_%,I.L.P._VOTES,I.L.P._VOTES_%,N.J.A.C._VOTES,N.J.A.C._VOTES_%,D.D.P._VOTES,D.D.P._VOTES_%,I.D.P._VOTES,I.D.P._VOTES_%,L.O.V.E._VOTES,L.O.V.E._VOTES_%,N.C.T._VOTES,N.C.T._VOTES_%,T.F._VOTES,T.F._VOTES_%,T.N.V._VOTES,T.N.V._VOTES_%,T.P.T._VOTES,T.P.T._VOTES_%,Y.E.P._VOTES,Y.E.P._VOTES_%,Y.O.U.R._VOTES,Y.O.U.R._VOTES_%,P.E.P._VOTES,P.E.P._VOTES_%,D.P.T._VOTES,D.P.T._VOTES_%,M.N.D._VOTES,M.N.D._VOTES_%,M.S.J._VOTES,M.S.J._VOTES_%,N.O.W._VOTES,N.O.W._VOTES_%,O.T.V._VOTES,O.T.V._VOTES_%,P.D.P._VOTES,P.D.P._VOTES_%,P.P._VOTES,P.P._VOTES_%,T.D.F._VOTES,T.D.F._VOTES_%,T.N.P._VOTES,T.N.P._VOTES_%,U.P.P._VOTES,U.P.P._VOTES_%,U.T.P._VOTES,U.T.P._VOTES_%,Winning_Party,Margin_of_Victory
TABAQUITE,28217,19598,0.6945458411595846,68,19530,6726,0.3443932411674347,12804.0,0.6556067588325653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.31121351766513056
TOBAGO EAST,21981,11494,0.5229061462171876,51,11443,7951,0.6948352704710303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.0,0.15695184829153194,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,984.0,0.08599143581228699,0.0,0.0,0.0,0.0,40.0,0.0034955868216376825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.048938215502927554,0.0,0.0,112.0,0.00978764310058551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.6948352704710303
TOBAGO WEST,26151,13455,0.5145118733509235,59,13396,10609,0.7919528217378322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,766.0,0.057181248133771276,0.0,0.0,0.0,0.0,62.0,0.004628247237981487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,0.11958793669752164,0.0,0.0,357.0,0.0266497461928934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.7919528217378322
TOCO/SANGRE GRANDE,30149,20400,0.676639357855982,68,20332,12005,0.5904485540035412,8101.0,0.3984359630139681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.011115482982490656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.19201259098957313
TUNAPUNA,26650,18953,0.7111819887429643,57,18896,11228,0.5941998306519899,7613.0,0.40288950042337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,55.0,0.0029106689246401357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.19131033022861987
TOTAL,1099279,734792,0.6684308533138539,2452,732340,378447,0.5167640713329874,290066.0,0.3960810552475626,43991.0,0.06006909359040883,0.0,0.0,0.0,0.0,2376.0,0.0032443946800666357,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,883.0,0.0012057241172133161,1750.0,0.0023896004588032883,138.0,0.000188437064751345,0.0,0.0,5123.0,0.006995384657399568,5790.0,0.007906163803697736,153.0,0.00020891935439823034,108.0,0.00014747248545757434,344.0,0.0004697271759019035,331.0,0.0004519758582079362,2162.0,0.002952180681104405,101.0,0.0001379140836223612,469.0,0.0006404129229592812,34.0,4.642652319960674e-05,74.0,0.00010104596225796761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.12068301608542481
ARIMA,26382,13488,0.5112576756879691,30,13458,9293,0.6952,3858.0,0.2866696388765047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.007058998365284589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.01575271214147719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.40853036112349533
AROUCA/MALONEY,26673,15522,0.5819367900123721,57,15465,12697,0.8155,2768.0,0.17898480439702555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.6365151956029744
BARATARIA/SAN JUAN,25690,15771,0.6138964577656676,27,15744,7240,0.45985772357723576,8300.0,0.5271849593495935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.012957317073170731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.06732723577235777
CARONI CENTRAL,30107,18677,0.6203540704819477,31,18646,6890,0.369516250134077,11511.0,0.6173442025099217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.013139547356001287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.2478279523758447
CARONI EAST,29031,17416,0.5999104405635355,30,17386,4271,0.245657425514782,12819.0,0.7373173818014495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.01702519268376855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.4916599562866675
CHAGUANAS EAST,26923,17125,0.6360732459235597,53,17072,7882,0.4616916588566073,8968.0,0.5253045923149016,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.004627460168697282,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.008376288659793814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.06361293345829427
CHAGUANAS WEST,28625,17566,0.6136593886462882,48,17518,1878,0.10720401872359858,15502.0,0.8849183696769037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,138.0,0.00787761159949766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.7777143509533051
COUVA NORTH,29864,18238,0.6107018483793196,25,18213,5222,0.2867182781529677,12633.0,0.6936254323834624,99.0,0.005435677812551474,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.014220611651018504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.4069071542304947
COUVA SOUTH,30348,18281,0.60237906946092,36,18245,5542,0.30375445327486983,12597.0,0.6904357358180323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,106.0,0.005809810907097835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.3866812825431625
CUMUTO/MANZANILLA,30468,18702,0.6138243402914533,51,18651,7557,0.40517934695190605,10901.0,0.5844726824298965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,35.0,0.001876574982574661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.008471395635622755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.17929333547799042
D'ABADIE/O'MEARA,30788,17843,0.5795439781733143,57,17786,11864,0.6670414933093445,5783.0,0.32514337119082426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.007815135499831328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.3418981221185202
DIEGO MARTIN CENTRAL,29609,14347,0.4845486169745685,60,14287,10627,0.7438230559249668,2693.0,0.1884930356267936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,69.0,0.004829565339119479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.028277455029047386,0.0,0.0,374.0,0.026177644012038915,120.0,0.008399244068033877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.5553300202981732
DIEGO MARTIN NORTH/EAST,29273,13858,0.4734055272776962,35,13823,10218,0.7392027779787311,2827.0,0.20451421543803805,133.0,0.009621645084279824,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.03154163350936844,0.0,0.0,209.0,0.01511972798958258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.5346885625406931
DIEGO MARTIN WEST,29886,13948,0.4667068192464699,39,13909,10791,0.7758286001869293,2569.0,0.18470055359838952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,93.0,0.0066863182112301385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,0.032784528003451004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.5911280465885398
FYZABAD,27447,18045,0.6574489015192917,37,18008,6888,0.38249666814749,10850.0,0.6025099955575299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.007940915148822746,0.0,0.0,0.0,0.0,127.0,0.007052421146157263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.22001332741003993
LA BREA,26008,15571,0.5987003998769609,71,15500,9342,0.6027096774193549,5735.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,71.0,0.004580645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.00832258064516129,0.0,0.0,0.0,0.0,223.0,0.014387096774193548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.2327096774193549
LA HORQUETTA/TALPARO,27528,17678,0.6421825050857309,30,17648,9713,0.5503739800543971,7790.0,0.44140979147778786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.00821622846781505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.10896418857660922
LAVENTILLE EAST/MORVANT,26644,12568,0.47170094580393335,39,12529,10356,0.8265623752893287,1965.0,0.15683614015484076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,39.0,0.003112778354218214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.01348870620161226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.6697262351344879
LAVENTILLE WEST,25585,11171,0.4366230213015439,23,11148,9310,0.8351273771080014,1324.0,0.11876569788302835,47.0,0.00421600287047004,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,31.0,0.002780767850735558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.011302475780409042,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.02780767850735558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.7163616792249731
